ID|date|covid_related|title
https://doi.org/10.1101/19000273|2019-06-25|False|crohns disease and ulcerative colitis patient perspectives on clinical trials and participation
https://doi.org/10.1101/19000174|2019-06-25|False|histopathologist features predictive of diagnostic concordance at expert level amongst a large international sample of pathologists diagnosing barrett′s dysplasia using digital pathology
https://doi.org/10.1101/19000265|2019-06-25|False|perception of whole-body motion during balance perturbations is impaired in parkinson's disease and is associated with balance impairment
https://doi.org/10.1101/19000166|2019-06-25|False|gait differences in patients with multiple sclerosis who have low and high levels of disability.
https://doi.org/10.1101/19000380|2019-06-25|False|disease overarching mechanisms that explain and predict outcome of patients with high cardiovascular risk: rationale and design of the berlin long-term observation of vascular events (belove) study
https://doi.org/10.1101/19000463|2019-06-25|False|updating insights into rosiglitazone and cardiovascular risk through shared data: individual patient-and-summary-level meta-analyses
https://doi.org/10.1101/19000687|2019-06-25|False|electrocardiographic changes after completion of a triathlon
https://doi.org/10.1101/19000638|2019-06-25|False|transfer of statistical innovations of the 1990s-2000s in oncology to the biomedical literature
https://doi.org/10.1101/19000430|2019-06-25|False|predicting epileptic seizures using nonnegative matrix factorization
https://doi.org/10.1101/19000356|2019-06-25|False|metabolomics in juvenile-onset sle: identifying new biomarkers to predict cardiovascular risk
https://doi.org/10.1101/19000596|2019-06-25|False|18f-av1451 pet imaging and white matter changes in progressive supranuclear palsy
https://doi.org/10.1101/19000133|2019-06-26|False|prospective and external evaluation of a machine learning model to predict in-hospital mortality
https://doi.org/10.1101/19000844|2019-06-28|False|an acute bleomycin inflammatory and fibrotic mouse model of morphea is dependent upon cxcl9 and cxcr3
https://doi.org/10.1101/19000646|2019-06-28|False|big five personality traits influence tinnitus improvement over time
https://doi.org/10.1101/19000190|2019-06-28|False|cost-sensitive machine learning classification for mass tuberculosis screening
https://doi.org/10.1101/19000570|2019-06-28|False|maternal mortality and women's political participation
https://doi.org/10.1101/19000554|2019-06-28|False|integrating online georeferenced epidemiological analysis and visualization into a telemedicine infrastructure - first results
https://doi.org/10.1101/19001115|2019-06-28|False|forecasting the impact of population ageing on tuberculosis incidence
https://doi.org/10.1101/19001123|2019-06-28|False|epigenetic prediction of major depressive disorder
https://doi.org/10.1101/19001008|2019-06-28|False|current characteristics and outcomes of cytomegalovirus reactivation in kidney transplant seropositive recipients in the era of prophylaxis treatment. lesson from single moroccan center experience.
https://doi.org/10.1101/19000786|2019-06-28|False|nutritional supplementation during pulmonary rehabilitation in copd: a systematic review
https://doi.org/10.1101/19000661|2019-06-28|False|comparative analysis of functional assay evidence use by clingen variant curation expert panels
https://doi.org/10.1101/19000521|2019-06-28|False|association of puberty timing with type 2 diabetes: systematic review and meta-analysis
https://doi.org/10.1101/19000919|2019-07-02|False|trends and variation in unsafe prescribing of methotrexate: a cohort study in english nhs primary care.
https://doi.org/10.1101/19000877|2019-07-03|False|a needs analysis of parents following sudden cardiac death in the young
https://doi.org/10.1101/19000927|2019-07-03|False|acceleration of chemical shift encoding-based water fat mri for liver proton density fat fraction and t2* mapping using compressed sensing
https://doi.org/10.1101/19000968|2019-07-03|False|liver function tests and fibrosis scores in a rural population in africa: estimation of the burden of disease and associated risk factors
https://doi.org/10.1101/19001073|2019-07-03|False|machine learning to predict early recurrence after oesophageal cancer surgery
https://doi.org/10.1101/19001149|2019-07-03|False|aerobic capacity predicts skeletal but not cardiac muscle damage after a full distance ironman triathlon - the iron(wo)man-study
https://doi.org/10.1101/19001255|2019-07-03|False|a calcium-rich multi-mineral intervention to modulate colonic microbial communities and metabolomic profiles in humans: results from a 90-day trial
https://doi.org/10.1101/19001321|2019-07-03|False|accuracy of ecg chest electrode placements by paramedics; an observational study
https://doi.org/10.1101/19001362|2019-07-03|False|the impact of involving young children in improving the understanding of a new eye test
https://doi.org/10.1101/19000414|2019-07-03|False|the effectiveness of digital technology interventions to reduce loneliness in adult people: a protocol for a systematic review and meta-analysis
https://doi.org/10.1101/19000851|2019-07-03|False|sexual behaviours and experience of sexual coercion among in-school female adolescent in southwestern nigeria
https://doi.org/10.1101/19000711|2019-07-03|False|robotic middle ear access for cochlear implantation: first in man
https://doi.org/10.1101/19000489|2019-07-06|False|misclassification of a whole genome sequence reference defined by the human microbiome project: a detrimental carryover effect to microbiome studies
https://doi.org/10.1101/19000760|2019-07-08|False|reduced survival in copd patients who received long-term oxygen therapy without meeting prescription criteria: a preliminary study
https://doi.org/10.1101/19000950|2019-07-08|False|oncofetal protein cripto-1 in a new clinical role: a potential tumor marker for oral squamous cell carcinoma.
https://doi.org/10.1101/19001594|2019-07-08|False|plasma itaconate elevation following successful cdmard treatment in early rheumatoid arthritis patients elucidates disease activity associated macrophage activation
https://doi.org/10.1101/19001610|2019-07-08|False|impact of a regional educational advertising campaign on harm perceptions of e-cigarettes, prevalence of e-cigarette use, and quit attempts among smokers
https://doi.org/10.1101/19000497|2019-07-08|False|proximal and distal factors predicting timely initiation of breastfeeding in ethiopia: a systematic review and meta-analysis
https://doi.org/10.1101/19001511|2019-07-08|False|cluster analysis successfully identifies clinically meaningful knee valgus moment patterns: frequency of early peaks reflects sex-specific acl injury incidence
https://doi.org/10.1101/19001537|2019-07-08|False|phenome-wide association study of ttr and rbp4 genes in 361,194 individuals reveals novel insights in the genetics of hereditary and senile systemic amyloidoses
https://doi.org/10.1101/19001156|2019-07-08|False|intermittent lactobacilli-containing vaginal probiotic or metronidazole use to prevent bacterial vaginosis recurrence: safety and preliminary efficacy by microscopy and sequencing
https://doi.org/10.1101/19001230|2019-07-08|False|the effect of the genetic liability to autism spectrum disorder on emotion recognition in young unaffected probands from a population-based cohort
https://doi.org/10.1101/19001222|2019-07-09|False|predicting residual function in hemodialysis and hemodiafiltration : a population kinetic, decision analytic approach
https://doi.org/10.1101/19001248|2019-07-11|False|higher energy requirement during weight-loss maintenance on a low- versus high-carbohydrate diet: secondary analyses from a randomized controlled feeding study
https://doi.org/10.1101/19001925|2019-07-12|False|prediagnostic breast milk dna methylation alterations in women who develop breast cancer
https://doi.org/10.1101/19001529|2019-07-12|False|stem cell transplantation patients and situational meaning: a prospective and longitudinal view
https://doi.org/10.1101/19001404|2019-07-12|False|the fecal microbiome in diverticulitis and asymptomatic diverticulosis: a case-control study in the us
https://doi.org/10.1101/19001396|2019-07-12|False|post-exposure effects of vaccines on infectious diseases
https://doi.org/10.1101/19002014|2019-07-12|False|epigenetic field cancerization in breast cancer using subject-matched tumor, ipsilateral-normal, and contralateral-normal tissues
https://doi.org/10.1101/19001206|2019-07-12|False|detection of malaria parasites in dried human blood spots using mid-infrared spectroscopy and logistic regression analysis
https://doi.org/10.1101/19001917|2019-07-14|False|reproducibility and transparency characteristics of oncology research evidence
https://doi.org/10.1101/19002089|2019-07-14|False|deficient goal-directed control in a population characterized by extreme goal pursuit
https://doi.org/10.1101/19002048|2019-07-14|False|ethnicity and acculturation: asian american substance use from early adolescence to mature adulthood
https://doi.org/10.1101/19001859|2019-07-14|False|quantification of conflicts of interest in an online point-of-care clinical support website
https://doi.org/10.1101/19001958|2019-07-14|False|redefining typhoid diagnosis: what would an improved test need to look like?
https://doi.org/10.1101/19001867|2019-07-14|False|actigraphic screening for rapid eye movement sleep behavior disorder
https://doi.org/10.1101/19001842|2019-07-14|False|effects of vitamin d supplementation and seasonality on circulating cytokines in adolescents: analysis of data from a feasibility trial in mongolia.
https://doi.org/10.1101/19001792|2019-07-14|False|design of a computer model for the identification of adolescent swimmers with low bmd
https://doi.org/10.1101/19001685|2019-07-14|False|sitagliptin decreases visceral fat and blood glucose in women with polycystic ovarian syndrome
https://doi.org/10.1101/19001487|2019-07-15|False|cardiac arrest outcomes after targeted temperature management with an esophageal cooling device
https://doi.org/10.1101/19001024|2019-07-15|False|disease overarching mechanisms that explain and predict outcome of patients with high cardiovascular risk: rationale and design of the berlin long-term observation of vascular events (belove) study
https://doi.org/10.1101/19000232|2019-07-15|False|optimising the use of molecular tools for the diagnosis of yaws
https://doi.org/10.1101/19001578|2019-07-15|False|public knowledge and attitude towards epilepsy and its associated factors in debre berhan, north shoa, amhara region, ethiopia, 2018/19. community based cross sectional study
https://doi.org/10.1101/19001545|2019-07-15|False|bayesian spatial modelling of childhood cancer incidence in switzerland using exact point data: a nationwide study during 1985-2015.
https://doi.org/10.1101/19002238|2019-07-15|False|an assessment of transparency and reproducibility-related research practices in otolaryngology
https://doi.org/10.1101/19002204|2019-07-15|False|reliability and validity of the uk biobank cognitive tests
https://doi.org/10.1101/19002154|2019-07-15|False|expert-validated estimation of diagnostic uncertainty for deep neural networks in diabetic retinopathy detection
https://doi.org/10.1101/19001784|2019-07-15|False|pain in clients attending a south african voluntary counselling and testing centre was frequent and extensive but did not depend on hiv status.
https://doi.org/10.1101/19002121|2019-07-15|False|evaluation of indicators of reproducibility and transparency in published cardiology literature
https://doi.org/10.1101/19002105|2019-07-15|False|educational differentials in domain specific physical activity by ethnicity, age, and gender: findings from over 44,000 participants in the uk household longitudinal study (2013-2015).
https://doi.org/10.1101/19000943|2019-07-15|False|confounding adjustment performance of ordinal analysis methods in stroke studies
https://doi.org/10.1101/19002410|2019-07-16|False|analysis of the outcome of patients with stage iv uterine serous carcinoma mimicking ovarian cancer
https://doi.org/10.1101/19002345|2019-07-16|False|periodic testing and estimation of std-hiv association
https://doi.org/10.1101/19002246|2019-07-16|False|interdependence between confirmed and discarded cases of dengue, chikungunya and zika viruses in brazil: a multivariate time-series analysis
https://doi.org/10.1101/19001313|2019-07-16|False|the global scientific research response to the public health emergency of zika virus infection
https://doi.org/10.1101/19002519|2019-07-16|False|childhood trauma and trajectories of depressive symptoms across adolescence
https://doi.org/10.1101/19002063|2019-07-16|False|early clinical markers of aggressive multiple sclerosis
https://doi.org/10.1101/19002527|2019-07-19|False|characterizing co-occurring conditions by age at diagnosis in autism spectrum disorders
https://doi.org/10.1101/19002220|2019-07-19|False|hiv-associated sensory neuropathy continues to be a problem in individuals starting tenofovir-based antiretroviral treatment
https://doi.org/10.1101/19002030|2019-07-19|False|specific diagnostic method for st. louis encephalitis virus using a non-structural protein as antigen.
https://doi.org/10.1101/19002097|2019-07-19|False|acute hepatitis c infection among adults with hiv in the netherlands: a capture-recapture analysis
https://doi.org/10.1101/19001883|2019-07-19|False|maternal and child gluten intake and risk of type 1 diabetes: the norwegian mother and child cohort study
https://doi.org/10.1101/19001180|2019-07-19|False|association between myopia and peripapillary hyperreflective ovoid mass-like structures in children
https://doi.org/10.1101/19001586|2019-07-20|False|modified long-axis in-plane ultrasound technique versus conventional palpation technique for radial arterial cannulation: a prospective randomized controlled trial
https://doi.org/10.1101/19002691|2019-07-20|False|bias correction methods for test-negative designs in the presence of misclassification
https://doi.org/10.1101/19002634|2019-07-20|False|automated localization and segmentation of mononuclear cell aggregates in kidney histological images using deep learning
https://doi.org/10.1101/19002501|2019-07-20|False|obstructive sleep apnea, positive airway pressure treatment, and postoperative delirium: protocol for a retrospective observational study
https://doi.org/10.1101/19002741|2019-07-21|False|a pooled analysis of the duration of chemoprophylaxis against malaria after treatment with artesunate-amodiaquine and artemether-lumefantrine
https://doi.org/10.1101/19002725|2019-07-21|False|differential expression of selected microrna and putative target genes in peripheral blood cells as early markers of severe forms of dengue
https://doi.org/10.1101/19002386|2019-07-22|False|research transparency promotion by surgical journals publishing randomised controlled trials: a survey
https://doi.org/10.1101/19002808|2019-07-23|False|associations between respiratory health outcomes and coal mine fire pm2.5 smoke exposure: a cross-sectional study
https://doi.org/10.1101/19002576|2019-07-23|False|teacher-rated aggression and co-occurring problems and behaviors among schoolchildren: a comparison of four population-based european cohorts
https://doi.org/10.1101/19000539|2019-07-23|False|show solidarity with the congolese people in the 10th ebola outbreak declared a health emergency of international concern: understand a qualitative study of variables of hospital activities on infection control practices in kinshasa city
https://doi.org/10.1101/19002022|2019-07-23|False|the genetic links to anxiety and depression (glad) study: online recruitment into the largest recontactable study of depression and anxiety
https://doi.org/10.1101/19002857|2019-07-24|False|multidimensional factors predicting exclusive breastfeeding in ethiopia: evidence from a meta-analysis of studies in the past 10 years
https://doi.org/10.1101/19002766|2019-07-24|False|hospital resource utilization in epilepsy: disparities in rural vs urban care
https://doi.org/10.1101/19001479|2019-07-24|False|carriage duration of carbapenemase-producing enterobacteriaceae in a hospital cohort - implications for infection control measures
https://doi.org/10.1101/19002774|2019-07-24|False|metagenomic identification of severe pneumonia pathogens with rapid nanopore sequencing in mechanically-ventilated patients.
https://doi.org/10.1101/19002972|2019-07-25|False|fmri as an outcome measure in clinical trials: a systematic review in clinicaltrials.gov
https://doi.org/10.1101/19003053|2019-07-25|False|quantification of optical coherence tomography angiography in age and age-related macular degeneration using vessel density analysis
https://doi.org/10.1101/19003004|2019-07-25|False|the paradox of female obesity in low and lower-middle income countries
https://doi.org/10.1101/19002899|2019-07-25|False|excess weight mediates changes in hdl pool that reduce cholesterol efflux capacity and increase antioxidant activity
https://doi.org/10.1101/19003160|2019-07-26|False|the human leukocyte antigen locus and susceptibility to rheumatic heart disease in south asians and europeans
https://doi.org/10.1101/19001768|2019-07-26|False|a single-blinded randomized crossover trial comparing peer-to-peer and standard instruction on airway management skill training
https://doi.org/10.1101/19003228|2019-07-26|False|esophageal cooling for protection during left atrial ablation: a systematic review and meta-analysis
https://doi.org/10.1101/19002683|2019-07-26|False|designing a text messaging program to increase adherence to medication for the secondary prevention of cardiovascular disease
https://doi.org/10.1101/19002832|2019-07-26|False|alcohol causes an increased risk of head and neck but not breast cancer in individuals from the uk biobank study: a mendelian randomisation analysis.
https://doi.org/10.1101/19003152|2019-07-29|False|contrasting evidence to reimbursement reality for off-label use (olu) of drug treatments in cancer care - rationale and design of the ceit-olu-project
https://doi.org/10.1101/19003129|2019-07-29|False|a study of knowledge, experience and beliefs about hepatitis b virus (hbv) infection in south western uganda
https://doi.org/10.1101/19002352|2019-07-29|False|the ansa subthalamica: a neglected fiber tract
https://doi.org/10.1101/19002485|2019-07-29|False|considerations in the deployment of novel universal vaccines against epidemic and pandemic influenza
https://doi.org/10.1101/19000505|2019-07-29|False|microbiota and health study: a prospective cohort of respiratory and diarrheal infections and associated risk factors in bangladeshi infants under two years
https://doi.org/10.1101/19003319|2019-07-30|False|toric intraocular lens implantation in cataract patients with corneal opacity.
https://doi.org/10.1101/19003269|2019-07-30|False|individuals with parkinson's disease retain spatiotemporal gait control with music and metronome cues
https://doi.org/10.1101/19003210|2019-07-30|False|association of kras mutation with tumor deposit status and overall survival of colorectal cancer
https://doi.org/10.1101/19001370|2019-07-30|False|fda oversight of nsight genomic research: the need for an integrated systems approach to regulation
https://doi.org/10.1101/19002659|2019-07-31|False|fox insight collects online, longitudinal patient-reported outcomes and genetic data on parkinson's disease
https://doi.org/10.1101/19003202|2019-08-01|False|changing trends in proportional incidence and 5-year net survival of screened and nonscreened invasive breast cancers among women in england
https://doi.org/10.1101/19003525|2019-08-01|False|incubation periods impact the spatial predictability of outbreaks: analysis of cholera and ebola outbreaks in sierra leone
https://doi.org/10.1101/19003467|2019-08-01|False|patient benefit and risk in anticancer drug development: a systematic review of the ixabepilone trial portfolio
https://doi.org/10.1101/19002212|2019-08-01|False|comparative functional survival and equivalent annual cost of three long lasting insecticidal net (llin) products in tanzania
https://doi.org/10.1101/19003822|2019-08-02|False|meat intake and cancer risk: prospective analyses in uk biobank
